geocoded_address,geocoded_city,geocoded_state,geocoded_zipcode,geocoded_latitude,geocoded_longitude
418,700 12Th Ave S,Nashville,TN,37203,-86.78434,36.15101
419,71 Claiborne St,Nashville,TN,37210,-86.760704,36.151863
420,1078 2Nd Ave S,Nashville,TN,37210,-86.7659,36.14756
421,1208 3Rd Ave S,Nashville,TN,37210,-86.76534,36.144863
422,33 Trimble St,Nashville,TN,37210,-86.76047,36.1462
423,1711 Stewart Pl,Nashville,TN,37203,-86.77131,36.136036
424,1713 Allison Pl,Nashville,TN,37203,-86.76899,36.13576
425,1977 Lavergne Ct,Nashville,TN,37210,-86.73226,36.128445
426,2826 Hartford Dr,Nashville,TN,37210,-86.73325,36.110886
427,500 Radnor St,Nashville,TN,37211,-86.744896,36.105247
428,2928 Wingate Ave,Nashville,TN,37211,-86.73475,36.10771
429,215 Radnor St,Nashville,TN,37211,-86.738976,36.10491
430,211 Radnor St,Nashville,TN,37211,-86.73892,36.104908
431,302 Sunrise Ave,Nashville,TN,37211,-86.73895,36.10382
432,152 Lake Park Dr,Nashville,TN,37211,-86.72696,36.1049
433,3313 Colby Dr,Nashville,TN,37211,-86.72841,36.09811
434,3718 Grubbs Rd,Nashville,TN,37211,-86.72574,36.093487
435,3830 Sam Boney Dr,Nashville,TN,37211,-86.72727,36.088852
436,3712 Valley Ridge Dr,Nashville,TN,37211,-86.72293,36.092697
437,500 Paragon Mills Rd,Nashville,TN,37211,-86.72362,36.08745
438,500 Paragon Mills Rd,Nashville,TN,37211,-86.72362,36.08745
439,324 Randall Dr,Nashville,TN,37211,-86.75228,36.07058
440,4932 Briarwood Dr,Nashville,TN,37211,-86.749084,36.07191
441,5035 Marchant Dr,Nashville,TN,37211,-86.7493,36.067596
442,5044 Suter Dr,Nashville,TN,37211,-86.73739,36.07062
443,5119 Briarwood Dr,Nashville,TN,37211,-86.7382,36.067974
444,520 Leeanne Dr,Nashville,TN,37211,-86.727196,36.06648
445,500 Landmark Ct,Nashville,TN,37211,-86.72441,36.067593
446,4958 Hopedale Dr,Nashville,TN,37211,-86.71633,36.07092
447,205 Northcrest Commons Cir,Nashville,TN,37211,-86.72054,36.066624
448,113 Mcmurray Cir,Nashville,TN,37211,-86.71767,36.060867
449,355 Margo Ln,Nashville,TN,37211,-86.70463,36.07025
450,101 Heather Way,Brentwood,TN,37027,-86.77286,36.045715
451,5608 Hearthstone Ln,Brentwood,TN,37027,-86.76358,36.04569
452,39 Ashington Ln,Brentwood,TN,37027,-86.767845,36.043728
453,,,,,,
454,711 Fox Ridge Dr,Brentwood,TN,37027,-86.77477,36.036636
455,5306 Edmondson Pike,Nashville,TN,37211,-86.74229,36.05643
456,605 Glenmore Pl,Nashville,TN,37220,-86.751785,36.057888
457,1002 Ashmore Dr,Nashville,TN,37211,-86.737724,36.054012
458,1061 Ashmore Dr,Nashville,TN,37211,-86.73701,36.0551
459,407 Hill Rd,Nashville,TN,37220,-86.74735,36.045883
460,4845 Bevendean Dr,Nashville,TN,37211,-86.740005,36.044765
461,5208 Village Trce,Nashville,TN,37211,-86.73551,36.045452
462,,,,,,
463,,,,,,
464,,,,,,
465,5028 Shihmen Dr,Antioch,TN,37013,-86.68413,36.05329
466,218 Ash Grove Dr,Nashville,TN,37211,-86.70017,36.04892
467,5557 Nevil Pt,Brentwood,TN,37027,-86.75296,36.03539
468,,,,,,
469,6024 Deer Trce,Nashville,TN,37211,-86.7346,36.03621
470,1273 Brentwood Highlands Dr,Nashville,TN,37211,-86.71777,36.03521
471,5409 Incline Dr,Nashville,TN,37211,-86.73264,36.02732
472,5820 Labrador Ln,Antioch,TN,37013,-86.71135,36.032513
473,5808 Scout Dr,Nashville,TN,37211,-86.72146,36.025963
474,1710 Red Jacket Dr,Antioch,TN,37013,-86.705696,36.03113
475,,,,,,
476,,,,,,
477,,,,,,
478,4205 Barnes Cove Dr,Antioch,TN,37013,-86.70151,36.023426
479,4121 Barnes Cove Ct,Antioch,TN,37013,-86.702065,36.026745
480,3060 Barnes Bend Dr,Antioch,TN,37013,-86.69758,36.024185
481,3909 Stephens Ridge Way,Antioch,TN,37013,-86.67168,36.02256
482,1076 Shire Dr,Antioch,TN,37013,-86.66705,36.033443
483,1077 Shire Dr,Antioch,TN,37013,-86.66761,36.033493
484,6736 Sugar Hill Dr,Nashville,TN,37211,-86.701904,36.014008
485,,,,,,
486,477 High Point Ter,Brentwood,TN,37027,-86.694244,36.004086
487,,,,,,
488,8304 Ramstone Way,Antioch,TN,37013,-86.65033,36.011414
489,7217 Smokey Hill Rd,Antioch,TN,37013,-86.631454,36.006145
490,920 Colo Cove,Antioch,TN,37013,-86.62563,36.007977
491,4540 Red Bark Ct,Antioch,TN,37013,-86.63213,36.00928
492,313 Whitman Ct,Nolensville,TN,37135,-86.669014,35.985863
493,300 Whitman Ct,Nolensville,TN,37135,-86.6689,35.985806
494,5942 Obrien Ave,Nashville,TN,37209,-86.864136,36.15003
495,428 Patina Cir,Nashville,TN,37209,-86.855515,36.147175
496,5209 Nevada Ave,Nashville,TN,37209,-86.84988,36.148396
497,315 51St Ave N,Nashville,TN,37209,-86.848434,36.14973
498,231 53Rd Ave N,Nashville,TN,37209,-86.85089,36.147438
499,4509 Elkins Ave,Nashville,TN,37209,-86.840965,36.150013
500,4000 Dakota Ave,Nashville,TN,37209,-86.83369,36.148308
501,4303 Nevada Ave,Nashville,TN,37209,-86.83831,36.148823
502,414 33Rd Ave N,Nashville,TN,37209,-86.82371,36.154385
503,319 Chamberlin St,Nashville,TN,37209,-86.829575,36.14906
504,309 33Rd Ave N,Nashville,TN,37209,-86.82378,36.150436
505,807 18Th Ave S,Nashville,TN,37203,-86.7945,36.150177
506,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
507,1510 Demonbreun St,Nashville,TN,37203,-86.78891,36.153355
508,6609 Wilhugh Pl,Nashville,TN,37209,-86.88026,36.137207
509,873 Hillwood Dr,Nashville,TN,37205,-86.88672,36.132027
510,5703 Maudina Ave,Nashville,TN,37209,-86.85995,36.14467
511,4908 Wyoming Ave,Nashville,TN,37209,-86.845825,36.145382
512,4809 Nebraska Ave,Nashville,TN,37209,-86.84444,36.14324
513,5416 Oakmont Cir,Nashville,TN,37209,-86.85074,36.140335
514,162 Lelawood Cir,Nashville,TN,37209,-86.86431,36.13566
515,229 Lauderdale Rd,Nashville,TN,37205,-86.83904,36.133945
516,102 Postwood Pl,Nashville,TN,37205,-86.85314,36.126553
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,4202 Harding Pike,Nashville,TN,37205,-86.83786,36.13029
522,134 40Th Ave N,Nashville,TN,37209,-86.83259,36.1437
523,200 Burns Ave,Nashville,TN,37203,-86.82075,36.14414
524,202 Burns Ave,Nashville,TN,37203,-86.82076,36.144135
525,204 Burns Ave,Nashville,TN,37203,-86.820786,36.14413
526,3127 Long Blvd,Nashville,TN,37203,-86.81924,36.14586
527,3123 Parthenon Ave,Nashville,TN,37203,-86.81873,36.147255
528,3713 Princeton Ave,Nashville,TN,37205,-86.830826,36.136833
529,3602 Westbrook Ave,Nashville,TN,37205,-86.82757,36.139694
530,3325 Love Cir,Nashville,TN,37212,-86.81506,36.13889
531,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
532,1815 Wedgewood Ave,Nashville,TN,37212,-86.797676,36.137257
533,3721 Central Ave,Nashville,TN,37205,-86.82974,36.13581
534,205 Bowling Ave,Nashville,TN,37205,-86.82549,36.133163
535,333 Whitworth Way,Nashville,TN,37205,-86.81853,36.126934
536,34 Old Club Ct,Nashville,TN,37215,-86.82021,36.124615
537,2618 Ashwood Ave,Nashville,TN,37212,-86.8108,36.130363
538,2702 Westwood Ave,Nashville,TN,37212,-86.81073,36.127083
539,2503 Westwood Ave,Nashville,TN,37212,-86.80734,36.12671
540,2617 Ashwood Ave,Nashville,TN,37212,-86.810776,36.130352
541,1808 Sweetbriar Ave,Nashville,TN,37212,-86.79873,36.125225
542,1030 Villa Pl,Nashville,TN,37212,-86.79144,36.145847
543,1000 Southside Pl,Nashville,TN,37203,-86.78262,36.146217
544,,,,,,
545,1810 Hillside Ave,Nashville,TN,37203,-86.78372,36.136154
546,921 Hillview Hts,Nashville,TN,37204,-86.78193,36.125904
547,2113 10Th Ave S,Nashville,TN,37204,-86.785934,36.12989
548,1015 Lawrence Ave,Nashville,TN,37204,-86.78691,36.12898
549,2200 Lindell Ave,Nashville,TN,37204,-86.7742,36.1302
550,,,,,,
551,762 Brook Hollow Rd,Nashville,TN,37205,-86.88613,36.125137
552,6563 Brownlee Dr,Nashville,TN,37205,-86.9051,36.114677
553,6525 Cornwall Dr,Nashville,TN,37205,-86.90034,36.110043
554,132 Woodmont Blvd,Nashville,TN,37205,-86.841675,36.118526
555,158 Woodmont Blvd,Nashville,TN,37205,-86.841805,36.118664
556,4505 Harding Pike,Nashville,TN,37205,-86.84817,36.124607
557,4505 Harding Pike,Nashville,TN,37205,-86.84817,36.124607
558,4505 Harding Pike,Nashville,TN,37205,-86.84817,36.124607
559,4120 Ridgefield Dr,Nashville,TN,37205,-86.84465,36.124664
560,611 Estes Rd,Nashville,TN,37215,-86.83553,36.122593
561,224 Deer Park Cir,Nashville,TN,37205,-86.86031,36.11019
562,317 Walnut Dr,Nashville,TN,37205,-86.8446,36.11093
563,3705 Estes Rd,Nashville,TN,37215,-86.83688,36.113743
564,6029 Sedberry Rd,Nashville,TN,37205,-86.871574,36.104847
565,101 Bellevue Dr S,Nashville,TN,37205,-86.86336,36.107517
566,6014 Sedberry Rd,Nashville,TN,37205,-86.87178,36.104996
567,3000 Hillsboro Pike,Nashville,TN,37215,-86.80757,36.12123
568,2600 Hillsboro Pike,Nashville,TN,37212,-86.80635,36.12419
569,1907 Cedar Ln,Nashville,TN,37212,-86.80072,36.12256
570,1813 Primrose Ave,Nashville,TN,37212,-86.79993,36.12086
571,2031 Stokes Ln,Nashville,TN,37215,-86.80772,36.118904
572,1511 Gale Ln,Nashville,TN,37212,-86.7958,36.11736
573,2430 Bear Rd,Nashville,TN,37215,-86.82111,36.11206
574,2431 Bear Rd,Nashville,TN,37215,-86.822075,36.11235
575,2025 Woodmont Blvd,Nashville,TN,37215,-86.80935,36.113823
576,910 Bowring Park,Nashville,TN,37215,-86.82705,36.106506
577,2314 Warfield Ln,Nashville,TN,37215,-86.82437,36.104053
578,1900 Richard Jones Rd,Nashville,TN,37215,-86.80793,36.104263
579,1900 Richard Jones Rd,Nashville,TN,37215,-86.80793,36.104263
580,1735 Hillmont Dr,Nashville,TN,37215,-86.804535,36.10897
581,2420 Vaulx Ln,Nashville,TN,37204,-86.78243,36.12544
582,2500 Vaulx Ln,Nashville,TN,37204,-86.78198,36.12482
583,2607 Vaulx Ln,Nashville,TN,37204,-86.78127,36.12384
584,940 Gale Ln,Nashville,TN,37204,-86.7843,36.117172
585,940 Gale Ln,Nashville,TN,37204,-86.7843,36.117172
586,902 Gale Ln,Nashville,TN,37204,-86.77923,36.11756
587,1039 Draughon Ave,Nashville,TN,37204,-86.78902,36.109962
588,3617 General Bate Dr,Nashville,TN,37204,-86.78513,36.10709
589,612 Williamsport Ct,Nashville,TN,37221,-86.93056,36.101097
590,676 Williamsport Ct,Nashville,TN,37221,-86.928535,36.099007
591,407 Westfield Dr,Nashville,TN,37221,-86.94731,36.084175
592,503 Loyola Dr,Nashville,TN,37205,-86.8866,36.087673
593,6666 Brookmont Ter,Nashville,TN,37205,-86.89487,36.08535
594,116 Harding Pl,Nashville,TN,37205,-86.86914,36.101875
595,116 Harding Pl,Nashville,TN,37205,-86.86914,36.101875
596,4309 Sneed Rd,Nashville,TN,37215,-86.83665,36.09864
597,923 Westview Ave,Nashville,TN,37205,-86.85274,36.088894
598,4500 Alcott Dr,Nashville,TN,37215,-86.8417,36.085697
599,4209 Stammer Pl,Nashville,TN,37215,-86.82156,36.100952
600,4207 Stammer Pl,Nashville,TN,37215,-86.821556,36.100983
601,1107 Woodvale Dr,Nashville,TN,37204,-86.79564,36.102184
602,121 Jefferson Sq,Nashville,TN,37215,-86.8259,36.09677
603,306 Summit Ridge Cir,Nashville,TN,37215,-86.82833,36.09368
604,110 Forest Place Cir,Nashville,TN,37215,-86.82916,36.093273
605,114 Forest Place Cir,Nashville,TN,37215,-86.82922,36.09325
606,521 Belair Way,Nashville,TN,37215,-86.81662,36.09429
607,701 Sweet Cherry Ct,Nashville,TN,37215,-86.81562,36.09359
608,4411 Lone Oak Rd,Nashville,TN,37215,-86.80796,36.09501
609,4600 Granny White Pike,Nashville,TN,37220,-86.802956,36.089226
610,4821 Belmont Park Ter,Nashville,TN,37215,-86.80879,36.0823
611,839 Curtiswood Ln,Nashville,TN,37204,-86.77809,36.09518
612,930 Robertson Academy Rd,Nashville,TN,37220,-86.78562,36.08346
613,1057 Nunnery Ln,Nashville,TN,37221,-86.99405,36.067856
614,684 Wolfeboro Ln,Nashville,TN,37221,-86.99184,36.072937
615,1292 Scarcroft Ln,Nashville,TN,37221,-86.992905,36.075886
616,1284 Scarcroft Ln,Nashville,TN,37221,-86.992714,36.07575
617,1261 Scarcroft Ln,Nashville,TN,37221,-86.99215,36.075325
618,512 Wolfeboro Ln,Nashville,TN,37221,-86.99481,36.076355
619,4104 Kinley Ct,Nashville,TN,37221,-86.977165,36.069897
620,106 Westerly Dr,Nashville,TN,37221,-86.927734,36.071407
621,1081 Gen George Patton Rd,Nashville,TN,37221,-86.95144,36.06675
622,8513 Sawyer Brown Rd,Nashville,TN,37221,-86.94981,36.065994
623,,,,,,
624,1612 Glenridge Dr,Nashville,TN,37221,-86.954704,36.06005
625,,,,,,
626,,,,,,
627,,,,,,
628,1241 Vintage Pl,Nashville,TN,37215,-86.82957,36.07511
629,963 Overton Lea Rd,Nashville,TN,37220,-86.78898,36.074856
630,828 Otter Creek Rd,Nashville,TN,37220,-86.77795,36.065754
631,137 Sequoyah Ln,Nashville,TN,37221,-86.977104,36.042652
632,5532 Traceside Dr,Nashville,TN,37221,-86.96267,36.03616
633,7916 Amber Hills Ln,Nashville,TN,37221,-86.952614,36.05617
634,1114 Smokewood Way,Nashville,TN,37221,-86.950836,36.048
635,1706 Old Hickory Blvd,Brentwood,TN,37027,-86.840965,36.042854
636,1428 Old Hickory Blvd,Brentwood,TN,37027,-86.82884,36.04273
637,1235 Carl Seyfert Memorial Dr,Brentwood,TN,37027,-86.81701,36.059208
638,5632 Granny White Pike,Brentwood,TN,37027,-86.81583,36.044197
639,880 Hillhaven Ct,Nashville,TN,37220,-86.77933,36.05008
640,2138 15Th Ave N,Nashville,TN,37208,-86.81128,36.187267
641,2107 18Th Ave N,Nashville,TN,37208,-86.81235,36.18408
642,2107 18Th Ave N,Nashville,TN,37208,-86.81235,36.18408
643,1714 Saint Louis St,Nashville,TN,37208,-86.81212,36.181107
644,1917 Cephas St,Nashville,TN,37208,-86.80649,36.182358
645,1751 16Th Ave N,Nashville,TN,37208,-86.80875,36.179066
646,1409 22Nd Ave N,Nashville,TN,37208,-86.81135,36.171497
647,1809 Underwood St,Nashville,TN,37208,-86.808556,36.173275
648,1814 Knowles St,Nashville,TN,37208,-86.80828,36.172314
649,641 River Rouge Dr,Nashville,TN,37209,-86.886856,36.152973
650,615 Ries Ave,Nashville,TN,37209,-86.87344,36.158146
651,5412 Kentucky Ave,Nashville,TN,37209,-86.85326,36.159706
652,616 Eastboro Dr,Nashville,TN,37209,-86.86805,36.154106
653,4703 Illinois Ave,Nashville,TN,37209,-86.843895,36.1578
654,5002 Delaware Ave,Nashville,TN,37209,-86.847755,36.154297
655,4703 Illinois Ave,Nashville,TN,37209,-86.8439,36.1578
656,2905 Clifton Ave,Nashville,TN,37209,-86.82286,36.159134
657,6653 Cabot Dr,Nashville,TN,37209,-86.89277,36.13725
658,2016 Traemoor Village Rd,Nashville,TN,37209,-86.92483,36.116245
659,2325 Traemoor Village Rd,Nashville,TN,37209,-86.92376,36.11977
660,605 Waterway Ct,Nashville,TN,37221,-87.00263,36.09182
661,,,,,,
662,3364 Brome Ln,Nashville,TN,37218,-86.86273,36.218296
663,3018 Hummingbird Dr,Nashville,TN,37218,-86.82262,36.218887
664,762 Moormans Arm Rd,Nashville,TN,37207,-86.816826,36.21504
665,4301 Enchanted Cir,Nashville,TN,37218,-86.85703,36.20868
666,474 Monticello St,Nashville,TN,37207,-86.78561,36.21052
667,621 Gaylemore Dr,Goodlettsville,TN,37072,-86.73234,36.3677
668,119 Cima Dr,Goodlettsville,TN,37072,-86.713806,36.30942
669,4225 Winterbrook Rd,Nashville,TN,37207,-86.7869,36.28261
670,3975 Lawing Dr,Nashville,TN,37207,-86.765884,36.2723
671,1304 Tuckahoe Dr,Nashville,TN,37207,-86.76549,36.25549
672,3717 Village Trl,Nashville,TN,37207,-86.77183,36.24768
673,329 Witham Ct,Goodlettsville,TN,37072,-86.69144,36.319427
674,104 Dover Ct,Goodlettsville,TN,37072,-86.69079,36.316658
675,118 Shepherd Hills Dr,Madison,TN,37115,-86.692444,36.298527
676,610 Churchill Crossing,Madison,TN,37115,-86.68916,36.301495
677,837 E Meade Ave,Madison,TN,37115,-86.71437,36.253666
678,337 Harris St,Madison,TN,37115,-86.7083,36.2578
679,571 Neelys Bend Rd,Madison,TN,37115,-86.701546,36.25449
680,328 Madison Blvd,Madison,TN,37115,-86.708595,36.252445
681,828 Neelys Bend Rd,Madison,TN,37115,-86.69318,36.252014
682,1253 Fernbank Ave,Madison,TN,37115,-86.71043,36.243004
683,1442 E Cedar Ln,Madison,TN,37115,-86.67074,36.24164
684,3105 Hillside Rd,Nashville,TN,37207,-86.75637,36.229446
685,205 Ben Allen Rd,Nashville,TN,37207,-86.75588,36.225674
686,2730 Oakwood Ave,Nashville,TN,37207,-86.7532,36.215706
687,1008 Solley Dr,Nashville,TN,37216,-86.727165,36.231247
688,993 Gwynn Dr,Nashville,TN,37216,-86.72816,36.22841
689,935 Curdwood Blvd,Nashville,TN,37216,-86.733185,36.22123
690,1158 Greenland Ave,Nashville,TN,37216,-86.7229,36.221767
691,1067 Horseshoe Dr,Nashville,TN,37216,-86.73414,36.21907
692,3801 Burrus St,Nashville,TN,37216,-86.733986,36.21536
693,1424 Norvel Ave,Nashville,TN,37216,-86.72352,36.215332
694,4112 Addine St,Nashville,TN,37216,-86.71561,36.21732
695,605 Nawakwa Trl,Madison,TN,37115,-86.66599,36.23632
696,1512 Mohawk Trl,Madison,TN,37115,-86.65633,36.233852
697,1518 Mohawk Trl,Madison,TN,37115,-86.65627,36.233746
698,2512 Woodyhill Dr,Nashville,TN,37207,-86.7573,36.21011
699,216 Queen Ave,Nashville,TN,37207,-86.7645,36.208218
700,113 Eastmoreland St,Nashville,TN,37207,-86.77044,36.1954
701,1311 Stainback Ave,Nashville,TN,37207,-86.76456,36.194283
702,1200 N 6Th St,Nashville,TN,37207,-86.760765,36.192432
703,2514 Bethwood Dr,Nashville,TN,37207,-86.75241,36.213062
704,1003 Iverson Ave,Nashville,TN,37216,-86.739624,36.20881
705,1301 Mcchesney Ave,Nashville,TN,37216,-86.72484,36.212456
706,1311 Greenfield Ave,Nashville,TN,37216,-86.72478,36.209713
707,1414 Shelton Ave,Nashville,TN,37216,-86.72261,36.2086
708,1239 Mcgavock Pike,Nashville,TN,37216,-86.730225,36.204334
709,2300 Stratford Ave,Nashville,TN,37216,-86.716934,36.207752
710,1309 Litton Ave,Nashville,TN,37216,-86.734535,36.201927
711,2417 Branch St,Nashville,TN,37216,-86.72494,36.201496
712,2112 Riverside Dr,Nashville,TN,37216,-86.72271,36.202164
713,1903 Riverside Dr,Nashville,TN,37216,-86.723015,36.199146
714,1907 Marsden Ave,Nashville,TN,37216,-86.716415,36.20032
715,1710 Marsden Ave,Nashville,TN,37216,-86.722404,36.20075
716,951 Cahal Ave,Nashville,TN,37206,-86.74537,36.196945
717,1007 Mcclurkin Ave,Nashville,TN,37206,-86.74652,36.196266
718,,,,,,
719,2408 N 16Th St,Nashville,TN,37206,-86.73719,36.193253
720,1309 Chester Ave,Nashville,TN,37206,-86.735916,36.194866
721,1118 Cahal Ave,Nashville,TN,37206,-86.740395,36.19648
722,1525 Wayne Dr,Nashville,TN,37206,-86.71622,36.193943
723,1823 Welcome Ln,Nashville,TN,37216,-86.710556,36.198235
724,,,,,,
725,1522 Wendell Ave,Nashville,TN,37206,-86.71063,36.19324
726,812 N 2Nd St,Nashville,TN,37207,-86.77122,36.18479
727,824 N 2Nd St,Nashville,TN,37207,-86.77118,36.185093
728,317 Hancock St,Nashville,TN,37207,-86.76693,36.183666
729,700 N 2Nd St,Nashville,TN,37207,-86.77143,36.18306
730,816 Shelby Ave,Nashville,TN,37206,-86.755775,36.170067
731,818 Shelby Ave,Nashville,TN,37206,-86.755745,36.17008
732,1125 Sharpe Ave,Nashville,TN,37206,-86.74506,36.189003
733,2512 Solon Dr,Nashville,TN,37206,-86.71317,36.18931
734,418 Rosebank Ave,Nashville,TN,37206,-86.71975,36.18657
735,2404 Carter Ave,Nashville,TN,37206,-86.71753,36.18835
736,2616 Solon Dr,Nashville,TN,37206,-86.710915,36.18945
737,1301 Eastland Ave,Nashville,TN,37206,-86.74591,36.18355
738,1304 Calvin Ave,Nashville,TN,37206,-86.74609,36.18138
739,219 Scott Ave,Nashville,TN,37206,-86.734116,36.185627
740,725 Powers Ave,Nashville,TN,37206,-86.73042,36.182945
741,1212 Ordway Pl,Nashville,TN,37206,-86.74767,36.180416
742,1111 Holly St,Nashville,TN,37206,-86.749306,36.17614
743,209 N 16Th St,Nashville,TN,37206,-86.74169,36.1785
744,1700 Ordway Pl,Nashville,TN,37206,-86.739296,36.179565
745,1307 Boscobel St,Nashville,TN,37206,-86.74778,36.17206
746,1711 Russell St,Nashville,TN,37206,-86.73888,36.174118
747,1707 Fatherland St,Nashville,TN,37206,-86.73969,36.17313
748,1109 Ozark St,Nashville,TN,37206,-86.75194,36.163174
749,921 S 12Th St,Nashville,TN,37206,-86.74986,36.163467
750,1111 Ozark St,Nashville,TN,37206,-86.75189,36.163174
751,909 Debow St,Old Hickory,TN,37138,-86.64908,36.261745
752,118 Newport Dr,Old Hickory,TN,37138,-86.652145,36.254177
753,,,,,,
754,123 Ray Ave,Old Hickory,TN,37138,-86.64059,36.240715
755,616 Ellis Ct,Old Hickory,TN,37138,-86.63425,36.23746
756,10 Harbor Cove,Old Hickory,TN,37138,-86.61128,36.239487
757,2713 River Bend Dr,Nashville,TN,37214,-86.69877,36.2355
758,4060 Longfellow Dr,Nashville,TN,37214,-86.69396,36.234806
759,4452 Frost St,Nashville,TN,37214,-86.69448,36.236904
760,109 Gaile Dr,Old Hickory,TN,37138,-86.63656,36.2371
761,5312 Southfork Blvd,Old Hickory,TN,37138,-86.63347,36.218582
762,1612 Rachel Way,Old Hickory,TN,37138,-86.6055,36.23227
763,708 Turner Ct,Old Hickory,TN,37138,-86.60676,36.241043
764,824 Hunters Hill Trce,Old Hickory,TN,37138,-86.60674,36.240692
765,232 Harpers Mill Rd,Hermitage,TN,37076,-86.59624,36.223446
766,4312 Old Hickory Blvd,Old Hickory,TN,37138,-86.62412,36.218597
767,1208 Wembley Dr,Hermitage,TN,37076,-86.600494,36.220085
768,681 Dutchmans Dr,Hermitage,TN,37076,-86.596466,36.205013
769,4288 Rachel Donelson Pass,Hermitage,TN,37076,-86.602905,36.198433
770,227 Stoners Glen Ct,Hermitage,TN,37076,-86.60082,36.195255
771,307 Wiles Ct,Hermitage,TN,37076,-86.601166,36.195038
772,2132 Brookview Dr,Nashville,TN,37214,-86.696236,36.17691
773,2153 Brookview Dr,Nashville,TN,37214,-86.695175,36.17643
774,2330 Revere Pl,Nashville,TN,37214,-86.68565,36.17283
775,539 Chandler Pl,Hermitage,TN,37076,-86.610855,36.182613
776,1025 Bret Ridge Dr,Hermitage,TN,37076,-86.6058,36.18699
777,224 Dockside Dr,Hermitage,TN,37076,-86.62016,36.176384
778,112 Noel Cove Cir,Hermitage,TN,37076,-86.61308,36.17881
779,156 Tulip Grove Pt,Hermitage,TN,37076,-86.59606,36.181202
780,4113 New Hope Meadow Rd,Hermitage,TN,37076,-86.58119,36.190594
781,2005 Rachels Spring Rd,Hermitage,TN,37076,-86.589005,36.18808
782,5710 Briarwick Ct,Hermitage,TN,37076,-86.587555,36.18306
783,715 Spence Enclave Ln,Nashville,TN,37210,-86.72066,36.152958
784,,,,,,
785,2219 June Dr,Nashville,TN,37214,-86.69407,36.16902
786,2417 Cloverdale Rd,Nashville,TN,37214,-86.6825,36.158897
787,115 Donelsonwood Dr,Nashville,TN,37214,-86.657455,36.167328
788,2729 Bluefield Ave,Nashville,TN,37214,-86.66588,36.165047
789,2928 Dunmore Dr,Nashville,TN,37214,-86.65742,36.154953
790,1099 Riverwood Village Blvd,Hermitage,TN,37076,-86.62059,36.16844
791,3922 Hoggett Ford Rd,Hermitage,TN,37076,-86.61824,36.17019
792,105 Lake Chateau Dr,Hermitage,TN,37076,-86.59219,36.16108
793,1227 Chickadee Cir,Hermitage,TN,37076,-86.57617,36.161015
794,5019 John Hager Rd,Hermitage,TN,37076,-86.585,36.155415
795,200 Cadey Cove,Hermitage,TN,37076,-86.58526,36.150414
796,125 Breakwater Bay,Hermitage,TN,37076,-86.58508,36.15049
797,937 Giant Oak Dr,Nashville,TN,37217,-86.723526,36.126564
798,1252 Massman Dr,Nashville,TN,37217,-86.70026,36.131657
799,708 Woodcraft Dr,Nashville,TN,37214,-86.641,36.128685
800,1436 Timber Valley Dr,Nashville,TN,37214,-86.636955,36.128273
