PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
Single Family Residential,11308 68th Ave,Allendale,MI,49401,4,2,2040,21867,1937,155,,42.9742559,-85.95381,132900
Single Family Residential,5909 Maple Bend Trl,Allendale,MI,49401,4,2,1404,21780,2000,203,,42.964179,-85.931833,195000
Single Family Residential,11335 Valley View Dr,Allendale,MI,49401,3,1.5,1358,13812,1972,273,,42.974617,-85.957526,165000
Single Family Residential,8609 Woodruff Dr SW,Byron Center,MI,49315,,,,46174,,,,42.807616,-85.7124792,340000
Single Family Residential,8556 Woodruff Dr SW,Byron Center,MI,49315,4,2.5,2738,12286,1993,242,,42.809655,-85.713699,240000
Single Family Residential,7874 Railside Dr SW,Byron Center,MI,49315,4,4,4220,23570,1992,228,,42.822359,-85.727614,549000
Single Family Residential,1718 Athearn Dr SW,Byron Center,MI,49315,,,,12632,,,,42.822237,-85.705715,220000
Single Family Residential,1607 Misty Ridge Blvd,Byron Center,MI,49315,5,3.5,2794,15347,1998,343,7,42.815894,-85.703401,259000
Single Family Residential,8478 Byron Center Ave SW,Byron Center,MI,49315,,,,10890,,,,42.81094,-85.722489,93500
Single Family Residential,3264 Amtrak Dr,Byron Center,MI,49315,5,3.5,3037,19784,2016,44,25,42.8221379,-85.7442256,392000
Condo/Co-op,8105 Amber Creek Dr SW #15,Byron Center,MI,49315,,,,,,,,42.8157559,-85.7154547,271800
Condo/Co-op,8331 Ridgestone Dr SW #115,Byron Center,MI,49315,2,2.5,2506,,2006,219,235,42.813436,-85.733901,239000
Condo/Co-op,8058 Amber Creek Dr SW #24,Byron Center,MI,49315,,,,,,,,42.8157559,-85.7154547,214645
Single Family Residential,8094 Lionel Dr SW,Byron Center,MI,49315,5,3.5,3615,19602,2008,56,,42.817658,-85.7412712,465000
Single Family Residential,8978 Old Brower Rd SW,Byron Center,MI,49315,5,3.5,3001,12870,2015,218,60,42.801605,-85.718129,355000
Single Family Residential,9094 Stanchion Dr SW,Byron Center,MI,49315,,,,,,,,42.8018106,-85.7146409,373353
Single Family Residential,1718 Morning Dew Dr SW,Byron Center,MI,49315,4,2.5,2414,11700,2004,58,7,42.816772,-85.706908,269900
Condo/Co-op,8737 Kari Ln SW #94,Byron Center,MI,49315,,,,,,,,42.805458,-85.718551,199000
Single Family Residential,1697 Morning Dew Dr SW,Byron Center,MI,49315,4,3.5,2682,11200,2002,256,7,42.817308,-85.70595,278000
Single Family Residential,3232 Amtrak Dr SW,Byron Center,MI,49315,3,2.5,2005,19671,2016,220,,42.821411,-85.743235,443900
Single Family Residential,3311 Amtrak Dr SW,Byron Center,MI,49315,4,2.5,2401,18150,2015,196,,42.822872,-85.746347,429900
Single Family Residential,1739 Misty Ridge Blvd,Byron Center,MI,49315,,,,10454,,,,42.8150919,-85.7058842,234000
Single Family Residential,8950 Conifer Ridge Dr SW,Byron Center,MI,49315,5,4.5,3860,33541,1999,183,,42.803086,-85.726781,419000
Condo/Co-op,8314 Rockledge Way SW #16,Byron Center,MI,49315,,,,,,,,42.816788,-85.733668,225000
Single Family Residential,1730 76th St SW,Byron Center,MI,49315,,,,43560,,,,42.826134,-85.706348,169000
Single Family Residential,2142 Owners Way,Byron Center,MI,49315,3,2.5,1936,13410,2015,344,,42.799232,-85.709547,290000
Single Family Residential,3236 Railway Dr SW,Byron Center,MI,49315,4,2.5,3066,19602,2016,109,,42.8210267,-85.7454988,469900
Single Family Residential,9082 Stanchion Dr SW,Byron Center,MI,49315,,,,,,,,42.8018106,-85.7146409,409000
Condo/Co-op,8747 Lindsey Ln SW #17,Byron Center,MI,49315,2,2,2275,,1990,38,245,42.8061859,-85.721266,190000
Single Family Residential,9135 J Ave SW,Byron Center,MI,49315,,,,,,,,42.798702,-85.721988,207000
Single Family Residential,9082 Stanchion Dr SW,Byron Center,MI,49315,5,3.5,3422,13500,2016,301,5,42.8018106,-85.7146408,409000
Single Family Residential,1782 Hightree Dr SW,Byron Center,MI,49315,5,3,2874,21780,2005,259,,42.804876,-85.707067,280000
Condo/Co-op,8060 Amber Creek Dr SW #23,Byron Center,MI,49315,,,,,,,,42.8157559,-85.7154547,231680
Single Family Residential,9151 J Ave SW,Byron Center,MI,49315,,,,14375,,,,42.798426,-85.72199,204500
Condo/Co-op,2065 Creekside Dr SW #213,Byron Center,MI,49315,,,,,,,,42.8186537,-85.7157639,265000
Single Family Residential,8092 Country Rail Dr SW,Byron Center,MI,49315,4,3.5,2962,13068,2016,239,,42.8196746,-85.7321562,526000
Single Family Residential,1825 Restoration Dr SW,Byron Center,MI,49315,4,3.5,3062,17424,2005,168,,42.803446,-85.710156,330000
Single Family Residential,2037 84th St SW,Byron Center,MI,49315,3,1.5,1200,19166,1959,269,,42.812438,-85.713941,125000
Single Family Residential,2069 92nd St SW,Byron Center,MI,49315,3,1,1560,13503,1955,360,,42.797763,-85.714718,151250
Single Family Residential,3263 Amtrak Dr SW,Byron Center,MI,49315,4,2.5,2549,56372,2016,91,,42.8221145,-85.7441974,468500
Single Family Residential,1850 Morning Dew Dr SW,Byron Center,MI,49315,3,2.5,1733,11143,2002,332,7,42.815223,-85.7115759,260100
Single Family Residential,3232 Amtrak Dr SW,Byron Center,MI,49315,,,,,,,,42.8212976,-85.743414,443900
Single Family Residential,2896 84th SW,Byron Center,MI,49315,1,1,659,7405,1923,263,,42.811943,-85.735289,106000
Condo/Co-op,8222 Stoney Ln SW,Byron Center,MI,49315,2,2.5,2104,,2012,112,235,42.815065,-85.734406,239900
Single Family Residential,2276 Conifer Ridge Dr SW,Byron Center,MI,49315,5,3.5,3159,,2005,298,,42.802061,-85.719344,370000
Single Family Residential,8581 Byron Center Ave SW,Byron Center,MI,49315,,,,9148,,,,42.808968,-85.723298,149500
Single Family Residential,2068 CANOPY DR,Byron Center,MI,49315,,,,,,,,42.8122508,-85.7228061,325000
Single Family Residential,8169 Landstar Dr,Byron Center,MI,49315,,,,,,,,42.816259,-85.7062289,244000
Single Family Residential,2622 Meadowridge Dr SW,Byron Center,MI,49315,3,2.5,2175,10164,1993,140,,42.807786,-85.728426,240000
Single Family Residential,3302 Amtrak Dr,Byron Center,MI,49315,4,2.5,2395,18575,2016,66,,42.8225249,-85.7457293,427500
Single Family Residential,8631 Ridgebluff Dr SW,Byron Center,MI,49315,4,3,3230,12600,1991,263,,42.8079725,-85.7157563,249900
Condo/Co-op,2010 Creekside Dr SW #202,Byron Center,MI,49315,,,,,,,,42.8186537,-85.7157639,268900
Single Family Residential,8255 Freeland SW,Byron Center,MI,49315,5,2,2650,12196,1951,184,,42.815022,-85.724991,195000
Condo/Co-op,2021 Creekside Dr SW #206,Byron Center,MI,49315,3,2.5,2050,,2014,228,160,42.8186547,-85.7157651,265000
Condo/Co-op,2065 Creekside Dr SW #213,Byron Center,MI,49315,3,2.5,2430,,2014,274,155,42.8186547,-85.7157651,265000
Single Family Residential,2595 S Platte Dr SW,Byron Center,MI,49315,4,2.5,2882,,1999,212,,42.804235,-85.727849,298000
Single Family Residential,8700 Woodhaven Dr,Byron Center,MI,49315,3,2,1742,13395,1989,119,,42.806676,-85.733003,217500
Single Family Residential,2065 Canopy Dr,Byron Center,MI,49315,5,3.5,3037,20984,2016,7,,42.798674,-85.720195,395000
Single Family Residential,2583 Sherwood St SW,Byron Center,MI,49315,3,1,1296,8800,1920,115,,42.813527,-85.727553,145000
Single Family Residential,2857 Ridgecrest St SW,Byron Center,MI,49315,,,,,,,,42.808348,-85.734367,187000
Single Family Residential,2041 Conifer Ridge Dr SW,Byron Center,MI,49315,5,3,1573,,2010,220,,42.801829,-85.713404,310000
Single Family Residential,3248 Amtrak Dr,Byron Center,MI,49315,4,2.5,3373,18700,2015,141,,42.8216878,-85.7438833,445000
Single Family Residential,7829 Chelmsford Dr,Byron Center,MI,49315,,,,12632,,,,42.822323,-85.707595,165000
Vacant Land,2286 WHISTLE CREEK DR,BYRON CENTER,MI,49315,,,,,,,,42.81704,-85.721501,84900
Single Family Residential,1788 Restoration Dr SW,Byron Center,MI,49315,,,,,,,,42.802682,-85.7085309,272000
Single Family Residential,3130 Byron Depot Ct SW,Byron Center,MI,49315,5,3.5,3282,21780,2004,275,,42.8243,-85.742443,479000
Single Family Residential,8692 Ridgehaven Ct SW,Byron Center,MI,49315,,,,22216,,,,42.807184,-85.726137,249000
Single Family Residential,1877 Planters Row Dr SW,Byron Center,MI,49315,5,3,2610,12880,2009,287,,42.8057745,-85.7111592,296000
Condo/Co-op,8095 Misty View Dr SW #111,Byron Center,MI,49315,2,2.5,1904,,2006,268,160,42.815137,-85.7143789,187000
Condo/Co-op,8455 Elkwood St SW #19,Byron Center,MI,49315,2,3,1216,,1980,113,175,42.811402,-85.735113,79900
Single Family Residential,2885 Ridgecrest St SW,Byron Center,MI,49315,,,,,,,,42.808338,-85.73503,200000
Condo/Co-op,8056 Amber Creek Dr SW #25,Byron Center,MI,49315,,,,,,,,42.8157559,-85.7154547,288585
Single Family Residential,9070 Stanchion Dr SW,Byron Center,MI,49315,4,2.5,2208,13230,2016,203,,42.8018106,-85.7146409,389900
Condo/Co-op,8116 Mistyview Dr SW #117,Byron Center,MI,49315,,,,,,,,42.815007,-85.714336,179900
Single Family Residential,3311 Amtrak Dr SW,Byron Center,MI,49315,,,,,,,,42.8225204,-85.7461275,429900
Single Family Residential,3280 Amtrak Dr SW,Byron Center,MI,49315,4,2.5,2531,19806,2016,226,,42.821637,-85.744648,430665
Single Family Residential,8027 Crowley Dr SW,Byron Center,MI,49315,5,3,4037,30927,2014,241,,42.8180589,-85.7426076,539900
Condo/Co-op,8062 Amber Creek Dr SW #22,Byron Center,MI,49315,,,,,,,,42.8157559,-85.7154547,265060
Single Family Residential,1692 Hightree Dr SW,Byron Center,MI,49315,5,3,2660,15246,2003,149,,42.805797,-85.7058629,265000
Single Family Residential,2231 92nd St SW,Byron Center,MI,49315,3,2,1940,19166,1992,203,,42.797808,-85.718194,175900
Single Family Residential,2020 Canopy Dr SW,Byron Center,MI,49315,5,3.5,3985,37026,2016,294,5,42.799808,-85.713405,499900
Single Family Residential,1768 Hightree Dr SW,Byron Center,MI,49315,4,3.5,3435,13200,2005,247,,42.805243,-85.706901,357900
Single Family Residential,1945 Conifer Ridge Dr SW,Byron Center,MI,49315,5,3.5,2916,12056,2010,273,5,42.801798,-85.709834,315000
Condo/Co-op,2148 Creekside Dr SW #70,Byron Center,MI,49315,2,2.5,1940,,2003,357,150,42.8181139,-85.7159048,186000
Condo/Co-op,2198 CREEK CIRCLE DR #8,BYRON CENTER,MI,49315,,,,,,,,42.8122508,-85.7228061,248900
Single Family Residential,2437 87th St SW,Byron Center,MI,49315,5,4.5,3800,,1944,303,,42.807156,-85.7237449,255000
Single Family Residential,2142 Owners Way SW,Byron Center,MI,49315,,,,,,,,42.7994632,-85.7159464,290000
Single Family Residential,2068 Canopy Dr SW,Byron Center,MI,49315,4,2.5,2312,15422,2016,164,5,42.800057,-85.714336,325000
Single Family Residential,2754 84th St SW,Byron Center,MI,49315,,,,10890,,,,42.811979,-85.731854,160000
Single Family Residential,1878 Misty Ridge Blvd,Byron Center,MI,49315,,,,,,,,42.814977,-85.708874,225000
Condo/Co-op,8763 Lindsey Ln SW #42,Byron Center,MI,49315,2,2,2275,,1996,261,245,42.806842,-85.719234,205900
Condo/Co-op,8491 Elkwood Dr SW #37,Byron Center,MI,49315,,,,,,,,42.81139,-85.734812,117000
Condo/Co-op,8776 Lindsey Ln SW #32,Byron Center,MI,49315,3,2,2275,,1991,219,245,42.805509,-85.72041,205000
Condo/Co-op,2021 Creekside Dr SW #206,Byron Center,MI,49315,,,,,,,,42.8186537,-85.7157639,265000
Single Family Residential,8686 Woodhaven Dr SW,Byron Center,MI,49315,5,3,2608,14374,1990,200,,42.806886,-85.732838,255000
Single Family Residential,1621 Mycah Dr SW,Byron Center,MI,49315,,,,,,,,42.80539,-85.703486,229900
Single Family Residential,7827 Railyard Dr SW,Byron Center,MI,49315,4,2.5,3876,,2003,344,,42.823355,-85.7405689,447000
Single Family Residential,2620 87th St SW,Byron Center,MI,49315,,,,12197,,,,42.806085,-85.728294,247000
Single Family Residential,8865 Burlingame Ave SW,Byron Center,MI,49315,4,1,2250,38332,1900,361,3,42.803538,-85.703692,169000
Single Family Residential,9106 Stanchion Dr,Byron Center,MI,49315,4,2.5,2414,13206,2015,189,,42.80317,-85.714212,379900
Condo/Co-op,8124 Winding Dr SW #29,Byron Center,MI,49315,,,,,,,,42.815545,-85.716029,210000
Single Family Residential,8787 Ridge Top Ct SW,Byron Center,MI,49315,4,2,2243,11761,1998,329,,42.803977,-85.723491,219900
Single Family Residential,2633 Sherwood St SW,Byron Center,MI,49315,,,,124582,,,,42.81433,-85.729297,250000
Single Family Residential,8683 Woodhaven Dr SW,Byron Center,MI,49315,3,2.5,1856,12632,1989,206,,42.807154,-85.733492,232000
Single Family Residential,9106 Stanchion Dr SW,Byron Center,MI,49315,,,,,,,,42.8018106,-85.7146409,379900
Single Family Residential,2896 Ridgecrest St SW,Byron Center,MI,49315,3,1.5,1682,,1974,14,,42.807784,-85.735342,185000
Condo/Co-op,8095 Amber Creek Dr SW #17,Byron Center,MI,49315,,,,,,,,42.8157559,-85.7154547,234125
Condo/Co-op,2115 Creekside Dr SW #60,Byron Center,MI,49315,2,2.5,2280,,2003,196,160,42.815371,-85.715378,234000
Single Family Residential,8854 Conifer Ridge Dr SW,Byron Center,MI,49315,4,3.5,2927,13503,2000,108,,42.804297,-85.7289289,299900
Condo/Co-op,2133 Creekside Dr SW #51,Byron Center,MI,49315,,,,,,,,42.815297,-85.715658,205000
Single Family Residential,8730 Woodhaven Dr SW,Byron Center,MI,49315,4,3.5,2544,15246,1990,43,,42.806224,-85.733825,217000
Condo/Co-op,2040 Morning Dew Dr SW #155,Byron Center,MI,49315,,,,,,,,42.815053,-85.713755,303000
Single Family Residential,8289 Burlingame Ave SW,Byron Center,MI,49315,5,3,4055,112820,1880,141,,42.814135,-85.703966,345000
Single Family Residential,7700 Rail Yard Dr SW,Byron Center,MI,49315,7,5.5,4838,22969,2005,233,,42.82472,-85.737999,570500
Single Family Residential,1877 Restoration Dr SW,Byron Center,MI,49315,4,3.5,2938,10500,2004,30,,42.8045017,-85.7119043,285000
Condo/Co-op,2033 Morning Dew Dr SW #150,Byron Center,MI,49315,,,,,,,,42.815153,-85.713786,185000
Single Family Residential,8987 Old Brower SW,Byron Center,MI,49315,3,2.5,1908,17700,2015,315,50,42.801286,-85.718991,306000
Condo/Co-op,8130 Mistyview Dr SW #99,Byron Center,MI,49315,3,2.5,2280,,2010,24,170,42.815471,-85.714522,245000
Single Family Residential,2020 CANOPY DR,Byron Center,MI,49315,,,,,,,,42.8122508,-85.7228061,499900
Condo/Co-op,8748 Lindsey Ln SW #22,Byron Center,MI,49315,,,,,,,,42.8055163,-85.7211502,150000
Single Family Residential,2606 Meadowridge Dr SW,Byron Center,MI,49315,3,2.5,2628,12240,1989,273,,42.807743,-85.728119,242000
Single Family Residential,8110 SW Country Rail Dr,Byron Center,MI,49315,4,3.5,2926,13068,2016,231,,42.8196746,-85.7321562,495800
Single Family Residential,9070 Byron Center Ave SW,Byron Center,MI,49315,,,,24394,,,,42.800129,-85.722468,138500
Single Family Residential,8600 Eldora Dr SW,Byron Center,MI,49315,3,3.5,2924,12284,1998,80,,42.808662,-85.735578,299900
Single Family Residential,2155 Junction Dr SW,Byron Center,MI,49315,4,2.5,1936,12632,2013,129,5,42.801711,-85.716448,290000
Single Family Residential,1949 Bluffview Dr SW,Byron Center,MI,49315,4,3,3212,13939,1993,88,,42.809697,-85.711985,258900
Condo/Co-op,8771 Lindsey Ln SW #36,Byron Center,MI,49315,,,,,,,,42.805781,-85.720722,200000
Single Family Residential,7950 Byron Station Ct SW,Byron Center,MI,49315,,,,,,,,42.82033,-85.726191,510000
Single Family Residential,8653 Gardendale Ave SW,Byron Center,MI,49315,3,2.5,1768,9583,1966,133,,42.807657,-85.731962,183000
Condo/Co-op,8235 Stoney Ln SW #92,Byron Center,MI,49315,3,2.5,2400,,2004,28,245,42.814689,-85.734902,250000
Single Family Residential,3217 Amtrak Dr,Byron Center,MI,49315,4,2.5,2635,20168,2015,182,,42.8210493,-85.7430031,410000
Condo/Co-op,8573 Elkwood Dr SW #96,Byron Center,MI,49315,,,,,,,,42.80868,-85.734374,125000
Condo/Co-op,2052 Creekside Dr SW #193,Byron Center,MI,49315,,,,,,,,42.8186547,-85.7157651,307000
Single Family Residential,9094 Stanchion Dr,Byron Center,MI,49315,4,2.5,2279,13500,2015,322,,42.8018106,-85.7146408,384900
Single Family Residential,1689 Morning Dew Dr SW,Byron Center,MI,49315,4,3.5,2650,11200,2000,56,80,42.817303,-85.705657,259900
Single Family Residential,1633 Mycah Dr SW,Byron Center,MI,49315,4,3,2720,13300,2004,252,,42.805395,-85.703916,299900
Condo/Co-op,2033 Morning Dew Dr SW #15,Byron Center,MI,49315,1,1.5,1130,,2007,140,160,42.815153,-85.713786,185000
Single Family Residential,2131 Owners Way Dr,Byron Center,MI,49315,5,3.5,2051,13230,2016,253,,42.800201,-85.712652,352823
Single Family Residential,2550 Ridge Top Dr SW,Byron Center,MI,49315,4,3.5,2495,12196,1996,361,,42.805132,-85.727059,239900
Single Family Residential,2157 Owners Way SW,Byron Center,MI,49315,,,,,,,,42.7994632,-85.7159464,329900
Single Family Residential,8605 Woodruff Dr SW,Byron Center,MI,49315,,,,10019,,,,42.807895,-85.713003,299950
Condo/Co-op,8343 Ridgestone Dr SW #117,Byron Center,MI,49315,,,,,,,,42.81503,-85.735037,267000
Single Family Residential,2525 87th St SW,Byron Center,MI,49315,5,3.5,3232,1306,1991,57,,42.806917,-85.725961,247000
Single Family Residential,9061 Glengarry Ct SE,Caledonia,MI,49316,4,3.5,2200,21780,1998,352,3,42.799931,-85.511135,213250
Single Family Residential,6047 Statler Dr SE,Caledonia,MI,49316,4,2.5,3148,17554,1996,253,,42.798999,-85.515538,300000
Single Family Residential,9137 Costner Dr SE #190,Caledonia,MI,49316,4,2.5,2153,11724,2016,238,31,42.798543,-85.512534,267000
Single Family Residential,9158 Costner Dr SE,Caledonia,MI,49316,4,2.5,1812,10640,2016,157,31,42.798314,-85.511783,239900
Single Family Residential,243 S Maple St SE,Caledonia,MI,49316,3,1,1528,13503,1947,11,,42.787135,-85.511322,105000
Single Family Residential,214 W Main St SE,Caledonia,MI,49316,3,2,1619,13068,1900,189,,42.789569,-85.518527,144500
Single Family Residential,241 N Lake St SE,Caledonia,MI,49316,4,3.5,3420,160736,1999,99,,42.791232,-85.516816,320900
Single Family Residential,6007 Statler SE,Caledonia,MI,49316,4,2.5,2599,12632,2015,308,31,42.7976219,-85.516162,339900
Single Family Residential,213 Johnson St SE,Caledonia,MI,49316,4,2.5,2100,8712,1900,107,,42.788396,-85.518473,207000
Single Family Residential,9175 Glengarry Ct SE,Caledonia,MI,49316,4,3,2444,26136,1996,282,,42.797884,-85.511186,230000
Single Family Residential,211 W Main St SE,Caledonia,MI,49316,3,2,1828,9496,1910,193,,42.788939,-85.518247,183700
Single Family Residential,515 E Main St SE,Caledonia,MI,49316,2,1,1300,8712,1983,22,,42.7896349,-85.509743,144000
Single Family Residential,8965 Lenter Dr SE,Caledonia,MI,49316,3,2.5,2170,7404,2005,217,30,42.802286,-85.511683,234900
Single Family Residential,9043 Alanada Dr,Caledonia,MI,49316,5,3.5,2840,11194,1998,57,5,42.7997618,-85.5166019,240000
Single Family Residential,9091 Alanada Dr SE,Caledonia,MI,49316,4,3.5,4242,17336,2000,343,,42.799086,-85.516542,295000
Single Family Residential,119 Johnson St SE,Caledonia,MI,49316,3,2.5,2064,14375,1986,256,,42.7884331,-85.5174052,175000
Single Family Residential,9081 Glengarry Ct SE,Caledonia,MI,49316,4,3,2400,19602,1998,288,,42.79958,-85.511085,186000
Single Family Residential,123 Johnson St SE,Caledonia,MI,49316,,,,24829,,,,42.788246,-85.517549,145000
Single Family Residential,217 Pleasant SE,Caledonia,MI,49316,3,1,1084,9583,1875,213,,42.790719,-85.512533,95500
Single Family Residential,318 Oak St SE,Caledonia,MI,49316,,,,3485,,,,42.7913,-85.512912,15000
Single Family Residential,625 Emmons St SE,Caledonia,MI,49316,3,1,999,19122,1951,185,,42.79057,-85.508501,130000
Single Family Residential,8850 Costner,Caledonia,MI,49316,4,3.5,2336,11717,2002,239,35,42.801707,-85.5124079,279500
